"s__acnes" "s__aeria" "s__agalactiae" "s__alactolyticus" "s__aminovorans" "s__amylovorum" "s__anaerobius" "s__anginosus" "s__aquatilis" "s__aureus" "s__aurimucosum" "s__biforme" "s__boronitolerans" "s__bromii" "s__caccae" "s__callidus" "s__cecorum" "s__cinerea" "s__copri" "s__coprophilus" "s__delbrueckii" "s__dentocariosa" "s__depolymerans" "s__diminuta" "s__diospyrosa" "s__dispar" "s__distasonis" "s__dolichum" "s__durum" "s__eggerthii" "s__endodontalis" "s__epidermidis" "s__equi" "s__faecis" "s__farmeri" "s__fascians" "s__fragilis" "s__gallinarum" "s__garvieae" "s__genomosp." "s__globerulus" "s__gnavus" "s__granulosum" "s__haemolyticus" "s__helveticus" "s__iners" "s__infantis" "s__influenzae" "s__intermedia" "s__johnsonii" "s__komagatae" "s__kroppenstedtii" "s__kuhniae" "s__lividum" "s__longum" "s__luteciae" "s__luteus" "s__marcescens" "s__melaninogenica" "s__minor" "s__mirabilis" "s__moniliformis" "s__moorei" "s__mucilaginosa" "s__muciniphila" "s__multacida" "s__multivorum" "s__multocida" "s__nanceiensis" "s__nigrescens" "s__noxia" "s__ochracea" "s__ovatus" "s__pallens" "s__paradoxus" "s__parahaemolyticus" "s__parainfluenzae" "s__parvula" "s__plebeius" "s__pneumotropica" "s__prausnitzii" "s__producta" "s__pylori" "s__rhizosphaerae" "s__rimae" "s__rosea" "s__salivarius" "s__segnis" "s__sobrinus" "s__socranskii" "s__stercorea" "s__subflava" "s__tannerae" "s__uniformis" "s__venetianus" "s__viridiflava" "s__zeae"
"SRS013774.SRX020680" 0 1.58496250072116 0 0 0 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 8.37503943134693 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1.58496250072116 0 0 7.51569983828404 0 0 0 0 5.75488750216347 0 0 0 0 3.32192809488736 1 1 1 0 0 0 2 7.57742882803575 6.44294349584873 0 0 0 0 0 0 0 0 0 1 0 0 0 4.52356195605701 0 0 0 0 0
"SRS023434.SRX020680" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 1 8.29001884693262 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.48784003382305 0 0 0 0 6.55458885167764 0 0 0 0 1 0 2 0 0 0 0 0 8.40514146313634 6.2667865406949 0 0 0 0 0 0 0 0 0 0 0 0 0 7.01122725542325 0 0 0 0 0
"SRS023863.SRX020681" 1 1.58496250072116 0 1 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 1 2 0 0 1.58496250072116 0 0 0 8.02790599656988 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8.45121111183233 0 0 0 0 7.21916852046216 0 0 0 0 6.93073733756289 1 1 0 0 2.58496250072116 0 0 7.96000193206808 6.5077946401987 0 0 0 0 0 0 0 0 0 0 0 0 0 5.20945336562895 0 0 0 0 0
"SRS022426.SRX020680" 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 7.21916852046216 0 0 1 0 3.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 4.4594316186373 0 0 0 0 8.44708322620965 0 0 0 0 4.95419631038687 1 0 1.58496250072116 0 0 0 2 9.86263735755879 6.18982455888002 0 0 0 0 0 0 0 0 0 2 0 0 0 6.08746284125034 0 1 0 0 0
"SRS024523.SRX020680" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3.16992500144231 0 0 0 0 0 0 9.67771964164101 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 9.14720492494223 0 0 0 0 6.62935662007961 0 0 0 0 3.32192809488736 0 1 0 0 0 0 1 8.48381577726426 6.53915881110803 0 0 0 0 0 0 0 0 0 0 0 0 0 4.32192809488736 0 0 0 0 0
"SRS023500.SRX020681" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 1.58496250072116 0 0 0 9.03066713624694 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 8.11894107272351 0 0 0 0 5.39231742277876 0 0 0 0 1.58496250072116 1.58496250072116 1.58496250072116 1 0 1 0 1 5.8073549220576 6.75488750216347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"SRS048045.SRX020681" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2.58496250072116 0 0 1 0 0 0 8.64745842645492 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8.37937836707126 0 0 0 0 4.95419631038687 0 0 0 0 4.16992500144231 0 0 0 0 0 0 0 4.95419631038687 6.4093909361377 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 2 0 0 0 0
"SRS042197.SRX020681" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 1 0 0 0 7.55458885167764 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 8.04984854945056 0 0 0 0 6.95419631038687 0 0 0 0 6.08746284125034 0 0 0 0 0 0 1.58496250072116 8.42206476617281 7.4093909361377 0 0 0 0 0 0 0 0 0 1 0 0 0 6.12928301694497 0 0 0 0 0
"SRS021613.SRX020683" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 7.94251450533924 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 0 1 0 0 7 0 0 0 1 6.20945336562895 0 0 0 0 3 0 1 0 0 0 0 0 7.98299357469431 7 0 0 0 0 0 0 0 0 0 0 0 1 0 7.27612440527424 0 0 0 0 0
"SRS048045.SRX020683" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 0 0 1.58496250072116 0 0 0 9.24317398347295 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 8.76155123244448 0 0 0 1 5.4594316186373 0 0 0 0 4.08746284125034 1 0 0 0 0 0 0 5.88264304936184 6.62935662007961 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 2.32192809488736 0 0 0 0
"SRS062479.SRX020684" 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 10.6174674652942 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 9.62388149001346 0 0 0 1.58496250072116 5.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 5.24792751344359 0 0 0 0 0 0 0 0 0 0 0 0 0 4.85798099512757 0 0 0 0 0
"SRS053664.SRX020684" 0 2.32192809488736 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 1.58496250072116 0 0 0 8.7176764230664 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 7.14974711950468 0 0 0 0 7.96000193206808 0 0 0 0 4.4594316186373 1 1.58496250072116 0 0 0 0 0 10.5651020783603 8.39660478118186 0 0 0 0 0 0 1.58496250072116 0 0 2.8073549220576 0 1 0 7.91288933622996 3.32192809488736 0 0 0 0
"SRS045934.SRX020684" 0 1.58496250072116 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 1 0 0 2 0 0 0 8.78463484555752 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.58496250072116 0 0 0 0 0 1 0 0 0 0 0 0 0 3.90689059560852 0 0 8.4178525148859 0 0 0 0 6.64385618977472 0 0 0 0 6.35755200461808 2 0 0 0 1 0 1 10.8864586957037 6.68650052718322 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 7.67948009950545 0 0 0 0 0
"SRS052128.SRX020684" 0 3.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2.32192809488736 0 0 0 9.15734693536284 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 3 0 0 6.4262647547021 0 0 0 0 8.55458885167764 0 0 0 0 3.8073549220576 2.58496250072116 1.58496250072116 1 0 0 0 0 9.34872815423108 8.18982455888002 0 0 0 0 0 0 0 0 0 1 0 0 0 6.4262647547021 0 0 0 0 0
"SRS047918.SRX020685" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.57742882803575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.85798099512757 0 0 0 0 5.8073549220576 0 0 0 0 4.32192809488736 0 0 0 0 0 0 1 8.53138146051631 7.04439411935845 0 0 0 0 0 0 0 0 0 2 0 0 0 7.44294349584873 1 0 0 0 0
"SRS050410.SRX020685" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 7.83289001416474 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.63662462054365 1 0 0 0 6.55458885167764 0 0 0 0 3 0 0 0 0 0 0 0 8.55074678538324 5.4594316186373 0 0 0 0 0 0 0 0 0 0 0 0 0 8.48784003382305 2 0 0 0 0
"SRS058192.SRX020686" 1 3.32192809488736 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 7.5077946401987 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 0 2 0 0 7.78135971352466 0 0 0 0 5.7279204545632 0 0 0 0 2.8073549220576 0 0 1 0 0 0 0 8.12412131182919 6.44294349584873 0 0 0 0 0 0 0 0 0 2 0 0 0 1.58496250072116 2 0 0 0 0
"SRS046383.SRX020686" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 1.58496250072116 0 0 0 0 0 0 9.33315535031062 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 0 1 0 0 0 0 0 0 0 1.58496250072116 0 0 9.87190523765919 0 0 0 0 7.5077946401987 0 0 0 0 2.8073549220576 1 1.58496250072116 0 0 1 0 0 6.97727992349992 5.04439411935845 0 0 0 0 0 0 0 0 0 1 0 0 0 9.39016895620018 0 0 0 0 0
"SRS042888.SRX020687" 0 3 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 3.90689059560852 0 0 0 10.2992080183873 0 0 2.32192809488736 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 0 0 0 0 0 3.16992500144231 0 0 8.61838550225861 0 0 0 0 8.16490692667569 0 0 0 0 4.8073549220576 3 0 1 0 0 0 1 9.64024493622235 5.70043971814109 0 0 0 0 0 0 1 0 0 2.32192809488736 0 0 0 1 2.32192809488736 0 0 0 0
"SRS045214.SRX020687" 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 9.16239132875691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 10.0861362250273 0 0 0 0 5.90689059560852 0 0 0 0 7.27612440527424 0 0 0 0 0 0 1 8.53915881110803 8.98868468677217 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 8.04984854945056 1 0 0 0 0
"SRS053439.SRX020687" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1.58496250072116 0 0 0 8.62570884306447 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 1 0 0 7.39231742277876 0 0 0 0 8.2807707701306 0 0 0 0 6.79441586635011 0 0 0 0 1.58496250072116 0 0 9.11113567023471 7.8008998999203 0 0 0 0 0 0 0 0 0 0 0 0 0 8.4797802640291 0 0 0 0 0
"SRS062575.SRX020689" 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 8.44708322620965 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 5.16992500144231 0 0 7.77478705960117 0 0 0 0 7.24792751344359 0 0 0 0 3 0 0 0 0 0 0 0 8.23840473932508 5.55458885167764 0 0 0 0 0 0 0 0 0 0 0 0 0 6.65821148275179 0 0 0 0 0
"SRS011359.SRX020515" 2.8073549220576 5.28540221886225 0 0 0 0 1.58496250072116 1 0 0 0 0 0 0 0 0 0 2 4.85798099512757 0 0 3 0 0 0 10.0993478104032 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 0 0 0 3.4594316186373 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 4.58496250072116 0 0 9.49785183695112 0 0 0 1 10.3553510964248 0 0 0 0 7.45121111183233 4.8073549220576 1.58496250072116 1.58496250072116 0 0 0 3.4594316186373 10.8241632097442 8.82654848729091 0 0 0 0 0 0 1 0 0 2.8073549220576 0 0 0 7.54689445988764 5.12928301694497 0 0 0 0
"SRS046022.SRX020533" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 0 0 9.31288295528435 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 9.68650052718322 0 0 0 0 6.02236781302845 0 0 0 0 6.4262647547021 0 1 1 0 2.8073549220576 0 2 7.77478705960117 5.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 4.24792751344359 0 0 0 0 0
"SRS047607.SRX020533" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4.24792751344359 0 0 0 0 0 0 9.57742882803575 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 9.51372759595244 0 0 0 0 5.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 5.88264304936184 5.28540221886225 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 0
"SRS064261.SRX020579" 0 1 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 0 0 0 0 0 7.76818432477693 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 8.11374216604919 0 0 0 0 3.8073549220576 0 0 0 0 6.12928301694497 1 1 0 0 1 0 0 8.54689445988764 8.2336196767597 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 3.32192809488736 1 0 0 0 0
"SRS023803.SRX021470" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.66533591718518 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 6.93073733756289 0 0 0 0 1 0 0 0 0 3.4594316186373 0 0 0 0 0 0 0 6.97727992349992 6.56985560833095 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"SRS057759.SRX021470" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.97727992349992 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.51569983828404 0 0 0 0 1 0 0 0 0 5.75488750216347 0 0 2 0 1 0 0 7.57742882803575 7.13955135239879 0 0 0 0 0 0 0 0 0 0 0 0 0 3.32192809488736 2.32192809488736 0 0 0 0
"SRS058627.SRX021470" 0 1.58496250072116 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.68650052718322 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 7.14974711950468 0 0 0 0 0 0 0 0 0 6.04439411935845 1 0 1 0 0 0 0 7.84549005094437 8.21916852046216 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0
"SRS047149.SRX022036" 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 2.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1.58496250072116 0 1 0 0 0 3.58496250072116 7.36632221424582 1.58496250072116 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 1.58496250072116 0 0 0 0
"SRS023683.SRX022223" 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1.58496250072116 0 0 0 0 0 0 7.82654848729092 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.876516946565 0 0 0 0 0 0 0 0 0 5.28540221886225 1 1 1 0 0 0 3.58496250072116 9.75655632252409 5.20945336562895 0 0 0 0 0 0 0 0 0 0 0 0 0 8.97727992349992 0 0 0 0 0
"SRS022747.SRX022226" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.4262647547021 0 0 0 0 0 0 0 0 0 4.8073549220576 0 0 2 0 0 0 0 8.31741261376487 4.85798099512757 0 0 0 0 0 0 0 0 0 2 0 0 0 10.2443638351205 0 0 0 0 0
"SRS023254.SRX022223" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 4.64385618977472 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 4.52356195605701 0 0 0 0 0 0 0 8.4757334309664 6.4757334309664 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0
"SRS023118.SRX022226" 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 8.38801728534514 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 8.14465824283188 0 0 0 0 1 0 0 0 0 2.32192809488736 0 0 1 0 1 0 1.58496250072116 7.62205181945638 4.8073549220576 0 0 0 0 0 0 0 0 0 0 0 0 0 5.4262647547021 0 0 0 0 0
"SRS045922.SRX022227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 7.40087943628218 6.33985000288462 0 0 0 0 0 0 0 0 0 0 0 0 0 7.70735913208088 0 0 0 0 0
"SRS056219.SRX022227" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.08746284125034 0 0 0 0 0 0 0 0 0 4.16992500144231 0 0 0 0 0 0 0 6.33985000288462 3.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 9.57364718749332 0 0 0 0 0
"SRS020995.SRX022235" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.90689059560852 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 2.58496250072116 0 0 0 0 1 0 0 0 0 0 1 0 1 1 0 0 3.16992500144231 8.06069593168755 3 0 0 0 0 0 1 0 0 0 0 0 0 0 2.32192809488736 3 0 0 0 0
"SRS020653.SRX022230" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.8073549220576 0 0 0 0 0 0 0 0 0 4.64385618977472 1.58496250072116 0 3.16992500144231 0 0 0 0 6.4262647547021 5.64385618977472 0 0 0 0 0 0 0 0 0 1 0 0 0 2 2 0 0 0 0
"SRS021316.SRX022235" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.82017896241519 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5.90689059560852 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 6.62935662007961 4.39231742277876 0 0 0 0 0 0 0 0 0 0 0 0 0 7.10852445677817 0 0 0 0 0
"SRS021439.SRX022239" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 4.52356195605701 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.39231742277876 0 0 0 0 0 0 0 0 0 4.24792751344359 0 0 0 0 0 0 0 7.43462822763672 6 0 0 0 0 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 0 0
"SRS021376.SRX022239" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.70043971814109 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 4.24792751344359 0 0 0 0 1 0 0 0 0 4 0 0 0 0 0 0 0 7.88264304936184 6.76818432477693 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0
"SRS022303.SRX022231" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.75488750216347 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 7.32192809488736 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 0 0 0 0 8.36632221424582 7.49185309632967 0 0 0 0 0 0 0 0 0 0 0 0 0 7.91886323727459 0 0 0 0 0
"X700015199.V35.241719" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0 6.33985000288462 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 5.70043971814109 0 0 0 0 5.70043971814109 0 0 0 0 5.97727992349992 0 0 0 0 0 0 1 10.0014081943928 4.95419631038687 0 0 0 0 0 0 0 0 0 1 0 0 0 7.86418614465428 0 0 0 0 0
"X700014529.V35.241762" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 6.16992500144231 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5.28540221886225 0 0 0 0 5.32192809488736 0 0 0 0 3.4594316186373 0 1 0 0 0 0 0 9.43462822763673 5.61470984411521 0 0 0 0 0 0 0 0 0 0 0 0 0 7.34872815423108 0 0 0 0 0
"X700014411.V35.241827" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 1.58496250072116 0 0 0 7.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.29920801838728 0 0 0 0 5.97727992349992 0 0 0 0 0 0 0 0 0 0 0 2 7.82654848729092 4.08746284125034 0 0 0 0 0 0 0 0 4.32192809488736 0 0 0 0 4.64385618977472 0 0 0 0 0
"X700015463.V35.241665" 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.16992500144231 0 0 0 8.95419631038687 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 7.21916852046216 0 0 0 0 5.16992500144231 0 0 0 0 1.58496250072116 2.8073549220576 0 2.58496250072116 0 0 0 0 7.97727992349992 4.24792751344359 0 0 1 0 0 0 2 0 0 1.58496250072116 0 2 0 2 0 0 0 0 0
"X700015088.V35.241773" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1.58496250072116 0 0 0 0 0 0 8.62205181945638 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 6.58496250072116 0 0 0 0 6.10852445677817 0 0 0 0 3.8073549220576 0 0 2.58496250072116 0 0 0 1.58496250072116 9.211888294546 5.58496250072116 0 0 0 0 0 0 0 0 0 2.32192809488736 0 0 0 9.49585502688717 0 0 0 0 0
"X700015722.V35.241804" 0 2.32192809488736 0 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.56985560833095 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.8073549220576 0 0 4.32192809488736 0 0 0 0 8.4178525148859 0 0 0 0 0 2.32192809488736 0 2.32192809488736 0 0 0 0 1 2.32192809488736 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"X700014929.V35.241820" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7.95419631038687 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 6.90689059560852 0 0 0 0 6.71424551766612 0 0 0 0 5.8073549220576 1.58496250072116 2 0 0 0 0 1.58496250072116 9.67948009950545 5.93073733756289 0 0 0 0 0 0 0 0 0 2.8073549220576 0 1 0 8.87344411251538 0 0 0 0 0
"X700014410.V35.241827" 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1.58496250072116 1 0 0 1 0 0 0 10.1446582428319 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2.32192809488736 0 0 0 0 0 0 0 3.70043971814109 0 0 10.5137275959524 0 0 0 0 9.85174904141606 0 0 0 0 0 1.58496250072116 0 1 0 0 0 3.8073549220576 9.60177078840771 5.52356195605701 0 0 0 0 0 0 0 0 6.35755200461808 1 0 0 0 7.17990909001493 0 0 0 0 0
